state,district,cyber_a_offences_under_itact_tampering_computer_source_documents_sec65,cyber_computer_related_offences_computer_related_offences_total_col5col8col9col10col11,cyber_computer_related_offences_sec66,cyber_col_5,cyber_col_6,cyber_dishonestly_receiving_stolen_computer_resource_or_communication_device_sec66b,cyber_identity_theft_sec66c,cyber_cheating_by_personation_by_using_computer_resource_sec66d,cyber_violation_of_privacy_sec66e,cyber_cyber_terrorism_sec66_f,cyber_publicationtransmission_of_obscene_sexually_explicit_act_in_electronic_form_sec_67_publication_transmission_of_obscene_sexually_explicit_act_in_electronic_form_total_col1415161718,cyber_publishing_or_transmitting_obscene_material_in_electronic_form,cyber_publishing_or_transmitting_of_material_containing_sexually_explicit_act_in_electronic_form_sec67a,cyber_publishing_or_transmitting_of_material_depicting_children_in_sexually_explicit_act_in_electronic_form_sec67b,cyber_preservation_and_retention_of_information_by_intermediaries_sec67c,cyber_other_sections_67_it_act,cyber_inter_ception_or_monitoring_or_decryption_of_information_sec69,cyber_un_authorized_accessattempt_to_access_to_protected_computer_system_sec70,cyber_breach_of_confidentiality_and_privacy,cyber_publication_of_electronic_signatures_for_fraudulent_purposes,cyber_abetment_to_commit_offences_sec84_b,cyber_attempt_to_commit_offences_sec84c,cyber_other_sections_of_it_act,cyber_total_offences_under_it_act_col3col4col12col13col19col20col21col22col23col24col25,cyber_b_offences_under_ipcbns_involving_communication_devices_as_mediumtarget_rw_it_act_abetment_of_suicide_online_section_107108_bns_section_305306_ipc,cyber_cyber_stalking_bullying_of_women_children_section_78_bns_section_354d_ipc,cyber_sexual_intercourse_by_deceitful_means_section_69_bns,cyber_organized_cyber_crimes_section_111_bns,cyber_publishing_false_or_misleading_information_of_india_section_1971d_bns,cyber_data_theft_section_303305_307_bns_section_379_381_ipc,cyber_fraud_sec420_rw_sec465468_471_ipc_fraud_section_3184_rw_section_33623434012_bns_section_420_rw_465468_471_ipc_total_col34_to_42,cyber_credit_card_debit_card,cyber_atms,cyber_online_banking_fraud,cyber_otp_frauds,cyber_gaming_app_website_fraud,cyber_marketing_investment_fraud,cyber_fraud_call_vishing,cyber_e_wallet_upi_fraud,cyber_other_frauds,cyber_cheating_section_3184_bns_section_420_ipc,cyber_forgery_section_338336343402339_bns,cyber_defamation_morphing_section_3364_bns_section_469_ipc_rw_indecent_representation_of_women_act,cyber_fake_profile_319_2_bns_section_section_419_ipc,cyber_counterfeiting_counter_feiting_total_col48_col49,cyber_currency_section_178_182_section_489a_to_489e_ipc,cyber_stamps_section_178_181183_186_section_255_ipc,cyber_cyber_blackmailingthreatening_section_35112_3308_bns_section_506503384_ipc_rw_bnssll,cyber_fake_news_on_social_media_section_353_bns_section_505_ipc,cyber_other_offences_of_bnsipc_rw_it_act,cyber_total_offences_under_ipcbns_rw_it_act_col_27_to_3343_to_47_50_to_52,cyber_c_offences_under_sll_involving_communication_devices_as_mediumtarget_rw_it_act_gambling_act_online_gambling,cyber_lotteries_act_online_lotteries,cyber_copy_right_act_1957,cyber_trade_marks_act_1999,cyber_other_sll_crimes,cyber_total_offences_under_sll_rw_it_act_total_of_col54_to_58,cyber_total_cyber_crimes_abc
Jharkhand,Chaibasa,0,11,0,0,0,0,10,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Jharkhand,Chatra,0,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Jharkhand,Deoghar,0,144,144,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
Jharkhand,Dhanbad,2,76,2,0,2,1,61,7,5,0,0,0,0,0,0,0,0,2,3,3,0,0,11,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
Jharkhand,Dhanbad Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Dumka,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Jharkhand,Garhwa,0,43,0,0,0,0,43,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,44,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,50
Jharkhand,Giridih,0,44,0,0,0,7,32,4,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
Jharkhand,Godda,0,33,0,0,0,0,13,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Jharkhand,Gumla,0,9,0,0,0,0,2,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
Jharkhand,Hazaribagh,0,6,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,15,0,4,2,9,0,0,0,0,0,20,5,0,0,0,0,0,0,0,8,50,0,0,0,0,0,0,56
Jharkhand,Jamshedpur,0,254,0,0,0,54,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
Jharkhand,Jamshedpur Railway,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Jharkhand,Jamtara,0,20,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,42,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,63,0,0,0,0,0,0,83
Jharkhand,Khunti,0,7,0,0,0,1,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Jharkhand,Koderma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Latehar,0,13,0,0,0,0,0,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Jharkhand,Lohardagga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Pakur,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Jharkhand,Palamu,0,41,0,0,0,0,6,34,1,0,3,0,2,0,0,1,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Jharkhand,Ramgarh,0,7,0,0,0,0,7,0,0,1,4,1,2,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Jharkhand,Ranchi,0,346,0,0,0,93,234,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346
Jharkhand,Sahebganj,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Jharkhand,Saraikela,0,26,0,0,0,3,14,7,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Jharkhand,Simdega,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Karnataka,Bagalkot,0,46,0,0,0,0,2,43,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
Karnataka,Bengaluru City,1,17310,59,5,54,3,550,16657,41,2,233,104,66,23,3,37,0,0,4,2,0,8,1,17561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17561
Karnataka,Bengaluru District,1,817,1,1,0,0,12,799,5,0,21,5,14,1,1,0,0,0,5,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844
Karnataka,Belagavi District,0,57,0,0,0,0,46,11,0,0,8,0,7,0,0,1,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
Karnataka,Ballari,0,113,0,0,0,0,0,113,0,0,5,1,3,1,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
Karnataka,Bidar,0,40,0,0,0,0,1,38,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
Karnataka,Vijayapura,0,80,0,0,0,0,27,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Karnataka,Chikkaballapura,0,186,1,1,0,0,1,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
Karnataka,Chamarajnagar,0,21,0,0,0,0,0,19,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Karnataka,Chikkamagaluru,0,87,0,0,0,0,45,42,0,0,4,0,2,1,0,1,0,0,0,0,0,0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
Karnataka,Chitradurga,0,74,0,0,0,0,30,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
Karnataka,Dakshina Kannada,0,95,1,0,1,0,0,94,0,0,9,6,0,3,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
Karnataka,Davanagere,0,122,0,0,0,0,6,116,0,0,3,0,1,1,0,1,0,0,0,0,0,0,14,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,142
Karnataka,Dharwad,0,63,0,0,0,0,0,63,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
Karnataka,Gadag,0,62,0,0,0,0,16,46,0,0,5,2,1,2,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
Karnataka,Kalaburgi,0,31,0,0,0,0,1,30,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Karnataka,Hassan,0,114,0,0,0,0,0,112,2,0,17,4,6,7,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
Karnataka,Haveri,0,125,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
Karnataka,Hubballi Dharwad City,0,231,1,0,1,0,14,215,1,1,8,5,3,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
Karnataka,Kgf,0,87,0,0,0,1,1,85,0,0,10,5,3,2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
Karnataka,Kodagu,0,79,0,0,0,0,1,78,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
Karnataka,Kolar,0,54,0,0,0,0,0,54,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
Karnataka,Koppal,0,4,0,0,0,0,2,2,0,0,23,0,0,1,22,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Karnataka,Mandya,0,58,0,0,0,0,54,3,1,0,9,0,4,5,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
Karnataka,Mangaluru City,0,124,0,0,0,0,16,108,0,0,9,2,4,3,0,0,0,0,0,0,0,0,4,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
Karnataka,Mysuru City,0,255,0,0,0,0,17,238,0,0,2,1,0,1,0,0,0,0,0,0,0,3,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
Karnataka,Mysuru District,0,45,0,0,0,0,1,44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
Karnataka,Raichur,0,20,0,0,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Karnataka,Krailways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Ramanagara,0,227,2,0,2,0,223,0,2,0,9,3,3,3,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
Karnataka,Shimoga,0,116,0,0,0,0,13,103,0,0,6,3,2,0,0,1,0,0,0,0,0,0,1,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
Karnataka,Tumakuru,0,254,0,0,0,6,14,234,0,0,68,0,0,0,0,68,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
Karnataka,Udupi,0,197,0,0,0,0,73,124,0,0,6,1,2,3,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
Karnataka,Uttara Kannada,0,85,1,0,1,0,5,76,3,0,10,0,7,0,0,3,0,0,1,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
Karnataka,Yadgiri,0,19,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Karnataka,Belagavi City,0,88,0,0,0,0,0,87,1,0,12,5,1,5,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,102
Karnataka,Kalaburgi City,0,29,0,0,0,0,1,28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Karnataka,Vijayanagara,0,20,0,0,0,0,3,17,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Kerala,Alapuzha,0,0,0,0,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,32,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,235
Kerala,Ernakulam Commr,1,6,0,0,0,0,5,1,0,1,6,1,4,1,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,1,0,0,0,0,0,0,0,25,174,0,0,1,0,12,13,201
Kerala,Ernakulam Rural,1,4,0,0,0,0,1,3,0,0,7,0,1,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,18
Kerala,Idukki,0,2,0,0,0,0,2,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,9,48,0,0,0,0,9,9,62
Kerala,Kannur City,0,3,0,0,0,0,1,2,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,1,100,0,0,0,0,9,9,116
Kerala,Kasargod,0,18,0,0,0,0,0,18,0,0,7,0,4,2,0,1,0,0,0,0,0,0,4,29,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,20,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,52
Kerala,Kollam Commr,0,109,2,0,2,0,5,97,5,0,17,4,3,10,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
Kerala,Kollam Rural,0,36,0,0,0,0,0,35,1,0,7,4,2,0,0,1,0,0,0,0,0,0,0,43,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,56
Kerala,Kottayam,0,19,0,0,0,0,2,17,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,51,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,75
Kerala,Kozhikode Commr,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,12,0,0,12,0,0,0,0,0,0,82,0,0,0,0,0,0,1,0,7,104,0,0,0,0,1,1,106
Kerala,Kozhikode Rural,0,4,0,0,0,0,0,2,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,20,1,1,2,0,0,11,4,1,0,63,0,0,2,0,0,0,0,0,13,98,0,0,0,0,13,13,118
Kerala,Malappuram,0,5,2,0,2,0,1,1,1,0,6,0,6,0,0,0,0,0,0,0,0,0,0,11,0,6,3,0,0,0,35,24,1,4,0,0,0,0,0,6,347,5,0,0,0,0,0,0,0,22,418,0,0,0,0,16,16,445
Kerala,Palakkad,0,0,0,0,0,0,0,0,0,0,14,1,1,11,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,296
Kerala,Pathanamthitta,0,86,0,0,0,0,2,81,3,0,4,0,3,1,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
Kerala,Railways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,Thrissur Commr,0,264,0,0,0,1,5,258,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,270,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,275
Kerala,Thrissur Rural,2,263,9,0,9,4,4,239,7,0,20,0,5,9,0,6,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
Kerala,Trivandrum Commr,0,229,11,0,11,1,11,202,4,0,17,8,9,0,0,0,0,0,0,0,0,0,13,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,5,0,0,0,0,0,0,264
Kerala,Trivandrum Rural,0,44,0,0,0,2,0,34,8,0,13,7,5,1,0,0,0,0,0,0,0,0,0,57,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,63
Kerala,Wayanadu,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Kerala,Crime Branch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Kerala,Kannur Rural,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,3,53,0,0,0,0,1,1,57
Madhya Pradesh,Agar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Alirajpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Anuppur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,11
Madhya Pradesh,Ashok Nagar,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Madhya Pradesh,Balaghat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Barwani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Betul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,13,2,0,0,0,0,2,15
Madhya Pradesh,Bhind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Bhopal Commissionarate,0,11,0,0,0,0,6,5,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,15,0,3,1,0,0,0,36,0,1,11,1,1,10,3,0,9,216,4,0,1,0,0,0,0,0,6,267,0,0,0,0,0,0,282
Madhya Pradesh,Bhopal Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
